run_id,seq_idx,wtime,pss_kb,label,anomaly_type,recon_error,pred,flag_type
normal_cpu_01,29,76.0,1211.0,0,cpu_normal,1728.7374267578125,1,FP
normal_cpu_01,30,78.0,1211.0,0,cpu_normal,1826.9541015625,1,FP
normal_cpu_01,31,80.0,1211.0,0,cpu_normal,1928.0792236328125,1,FP
normal_cpu_01,32,82.0,1211.0,0,cpu_normal,2032.111328125,1,FP
normal_cpu_01,33,84.0,1211.0,0,cpu_normal,2139.0517578125,1,FP
normal_cpu_01,34,86.0,1211.0,0,cpu_normal,2248.900146484375,1,FP
normal_cpu_01,35,88.0,1211.0,0,cpu_normal,2361.6572265625,1,FP
normal_cpu_01,36,90.0,1211.0,0,cpu_normal,2477.322021484375,1,FP
normal_cpu_01,37,92.0,1211.0,0,cpu_normal,2595.89599609375,1,FP
normal_cpu_01,38,94.0,1211.0,0,cpu_normal,2717.37841796875,1,FP
normal_cpu_01,39,96.0,1211.0,0,cpu_normal,2841.76904296875,1,FP
normal_cpu_01,40,98.0,1211.0,0,cpu_normal,2969.068115234375,1,FP
normal_cpu_01,41,100.0,1211.0,0,cpu_normal,3099.275390625,1,FP
normal_cpu_01,42,102.0,1211.0,0,cpu_normal,3232.392333984375,1,FP
normal_cpu_01,43,104.0,1211.0,0,cpu_normal,3368.41748046875,1,FP
normal_cpu_01,44,106.0,1211.0,0,cpu_normal,3507.350830078125,1,FP
normal_cpu_01,45,108.0,1211.0,0,cpu_normal,3649.193115234375,1,FP
normal_cpu_01,46,110.0,1211.0,0,cpu_normal,3793.944091796875,1,FP
normal_cpu_01,47,112.0,1211.0,0,cpu_normal,3941.603759765625,1,FP
normal_cpu_01,48,114.0,1211.0,0,cpu_normal,4092.172119140625,1,FP
normal_cpu_01,49,116.0,1211.0,0,cpu_normal,4245.6494140625,1,FP
normal_cpu_01,50,118.0,1211.0,0,cpu_normal,4402.03466796875,1,FP
normal_cpu_01,51,120.0,1211.0,0,cpu_normal,4561.330078125,1,FP
normal_cpu_01,52,122.0,1211.0,0,cpu_normal,4723.533203125,1,FP
normal_cpu_01,53,124.0,1211.0,0,cpu_normal,4888.6455078125,1,FP
normal_cpu_01,54,126.0,1211.0,0,cpu_normal,5056.6669921875,1,FP
normal_cpu_01,55,128.0,1211.0,0,cpu_normal,5227.59619140625,1,FP
normal_cpu_01,56,130.0,1211.0,0,cpu_normal,5401.43505859375,1,FP
normal_cpu_01,57,132.0,1211.0,0,cpu_normal,5578.1826171875,1,FP
normal_cpu_01,58,134.0,1211.0,0,cpu_normal,5757.8388671875,1,FP
normal_cpu_01,59,136.0,1211.0,0,cpu_normal,5940.404296875,1,FP
normal_cpu_01,60,138.0,1211.0,0,cpu_normal,6125.87939453125,1,FP
normal_cpu_01,61,140.0,1211.0,0,cpu_normal,6314.26220703125,1,FP
normal_cpu_01,62,142.0,1211.0,0,cpu_normal,6505.55419921875,1,FP
normal_cpu_01,63,144.0,1211.0,0,cpu_normal,6699.7548828125,1,FP
normal_cpu_01,64,146.0,1211.0,0,cpu_normal,6896.86474609375,1,FP
normal_cpu_01,65,148.0,1211.0,0,cpu_normal,7096.88330078125,1,FP
normal_cpu_01,66,150.0,1211.0,0,cpu_normal,7299.810546875,1,FP
normal_cpu_01,67,152.0,1211.0,0,cpu_normal,7505.64697265625,1,FP
normal_cpu_01,68,154.0,1211.0,0,cpu_normal,7714.3916015625,1,FP
normal_cpu_01,69,156.0,1211.0,0,cpu_normal,7926.04541015625,1,FP
normal_cpu_01,70,158.0,1209.0,0,cpu_normal,8140.60888671875,1,FP
normal_cpu_01,71,160.0,1209.0,0,cpu_normal,8358.080078125,1,FP
normal_cpu_01,72,162.0,1206.0,0,cpu_normal,8578.4609375,1,FP
normal_cpu_01,73,164.0,1206.0,0,cpu_normal,8801.75,1,FP
normal_cpu_01,74,166.0,1206.0,0,cpu_normal,9027.9482421875,1,FP
normal_cpu_01,75,168.0,1211.0,0,cpu_normal,9257.0546875,1,FP
normal_cpu_01,76,170.0,1216.0,0,cpu_normal,9489.0703125,1,FP
normal_cpu_01,77,172.0,1216.0,0,cpu_normal,9723.9951171875,1,FP
normal_cpu_01,78,174.0,1216.0,0,cpu_normal,9961.8291015625,1,FP
normal_cpu_01,79,176.0,1216.0,0,cpu_normal,10202.5712890625,1,FP
normal_cpu_01,80,178.0,1216.0,0,cpu_normal,10446.22265625,1,FP
normal_cpu_01,81,180.0,1216.0,0,cpu_normal,10692.78125,1,FP
anomaly_mem_spike,0,18.0,1173051.0,1,mem_spike,122.34712219238281,1,TP
anomaly_mem_spike,1,20.0,1173051.0,1,mem_spike,131.8128204345703,1,TP
anomaly_mem_spike,2,22.0,1173051.0,1,mem_spike,108.24605560302734,1,TP
anomaly_mem_spike,3,24.0,1173051.0,1,mem_spike,108.28121185302734,1,TP
