Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1772484849	1	0	0	0	0	147384	150352	0	299336	6593	0	88	0	182	3	240	3	0	0	1	1
1772484851	3	0	0	0	0	147384	150352	0	299336	6593	0	88	0	4228	18	3732	9	0	0	1	1
1772484853	5	0	0	0	0	147384	150352	0	299336	6593	0	88	0	5998	31	5316	19	0	0	1	1
1772484855	7	0	0	0	0	147384	150352	0	299336	6593	0	88	0	8355	54	6741	38	0	0	1	1
1772484857	9	0	0	0	0	147384	150352	0	299336	6593	0	88	0	10500	75	9052	65	0	0	1	1
1772484859	11	0	0	0	0	147377	150352	0	299336	6593	0	88	0	23452	101	14465	88	0	0	1	1
1772484861	13	0	0	0	0	147377	150352	0	299336	6593	0	88	0	24654	119	15497	102	0	0	1	1
1772484863	15	0	0	0	0	147384	150352	0	299336	6593	0	88	0	24882	123	15551	103	0	0	1	1
1772484865	17	0	0	0	0	147384	150352	0	299336	6593	0	88	0	25776	134	16407	113	0	0	1	1
1772484867	19	0	0	0	0	147384	150352	0	299336	6593	0	88	0	26508	146	17019	123	0	0	1	1
1772484869	21	0	0	0	0	147384	150352	0	299336	6593	0	88	0	27256	158	17703	133	0	0	1	1
1772484871	23	0	0	0	0	147384	150352	0	299336	6593	0	88	0	27450	161	17805	134	0	0	1	1
1772484873	25	0	0	0	0	147384	150352	0	299336	6593	0	88	0	27718	165	18009	136	0	0	1	1
1772484875	27	0	0	0	0	147384	150352	0	299336	6593	0	88	0	29232	186	19365	154	0	0	1	1
1772484877	29	0	0	0	0	147384	150352	0	299336	6593	0	88	0	31964	218	24583	185	0	0	1	1
1772484879	31	0	0	0	0	147384	150352	0	299336	6593	0	88	0	32084	220	24583	185	0	0	1	1
1772484881	33	0	0	0	0	147384	150352	0	299336	6593	0	88	0	32872	233	25303	196	0	0	1	1
1772484883	35	0	0	0	0	147384	150352	0	299336	6593	0	88	0	33472	243	25849	205	0	0	1	1
1772484885	37	0	0	0	0	147384	150352	0	299336	6593	0	88	0	34978	264	27103	222	0	0	1	1
1772484887	39	0	0	0	0	147384	150352	0	299336	6593	0	88	0	43258	340	36151	322	0	0	1	1
1772484889	41	0	0	0	0	147384	150352	0	299336	6593	0	88	0	80670	465	58769	464	0	0	1	1
1772484891	43	0	0	0	0	147384	150352	0	299336	6593	0	88	0	99685	570	74746	594	0	0	1	1
1772484893	45	0	0	0	0	147385	150352	0	299336	6593	0	88	0	139714	674	96319	715	0	0	1	1
1772484895	47	0	0	0	0	147381	150352	0	299336	6593	0	88	0	150517	735	102898	760	0	0	1	1
1772484897	49	0	0	0	0	147380	150352	0	299336	6593	0	88	0	152364	759	104405	781	0	0	1	1
1772484899	51	0	0	0	0	147380	150352	0	299336	6593	0	88	0	154676	773	107186	794	0	0	1	1
1772484901	53	0	0	0	0	147380	150352	0	299336	6593	0	88	0	155127	781	107583	801	0	0	1	1
1772484903	55	0	0	0	0	147385	150352	0	299336	6593	0	88	0	156260	798	108809	817	0	0	1	1
1772484905	57	0	0	0	0	147680	150352	0	299336	6593	0	88	0	157634	817	109997	833	0	0	1	1
1772484907	59	0	0	0	0	147680	150352	0	299336	6593	0	88	0	164490	839	110129	835	0	0	1	1
1772484909	61	0	0	0	0	147680	150352	0	299336	6593	0	88	0	168286	862	122379	863	0	0	1	1
1772484911	63	0	0	0	0	147680	150352	0	299336	6593	0	88	0	168952	873	122859	871	0	0	1	1
