Time	wtime	gpufbmem	gpumempct	gpusmpct	ngpus	pss	rss	swap	vmem	rchar	read_bytes	wchar	write_bytes	rx_bytes	rx_packets	tx_bytes	tx_packets	stime	utime	nprocs	nthreads
1772485775	96	0	0	0	0	1173058	1175668	0	1471208	6593	0	90	0	155905	876	129138	755	0	0	1	1
1772485777	98	0	0	0	0	1173058	1175668	0	1471208	6593	0	90	0	156967	893	130186	770	0	0	1	1
1772485779	100	0	0	0	0	1173058	1175668	0	1471208	6593	0	90	0	157821	907	130972	782	0	0	1	1
1772485781	102	0	0	0	0	1173058	1175668	0	1471208	6593	0	90	0	158553	919	131518	791	0	0	1	1
1772485783	104	0	0	0	0	1173058	1175668	0	1471208	6593	0	90	0	161791	942	131518	791	0	0	1	1
1772485785	106	0	0	0	0	1173058	1175668	0	1471208	6593	0	90	0	166957	971	132196	798	0	0	1	1
1772485787	108	0	0	0	0	1173058	1175668	0	1471208	6593	0	90	0	174434	1029	138441	870	0	0	1	1
1772485789	110	0	0	0	0	1173058	1175668	0	1471208	6593	0	90	0	196338	1093	150007	938	0	0	1	1
1772485791	112	0	0	0	0	1173058	1175668	0	1471208	6593	0	90	0	210541	1185	162322	1047	0	0	1	1
1772485793	114	0	0	0	0	1173058	1175668	0	1471208	6593	0	90	0	242429	1276	179332	1146	0	0	1	1
1772485795	116	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	251612	1325	183744	1178	0	0	1	1
1772485797	118	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	257840	1362	184166	1183	0	0	1	1
1772485799	120	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	263184	1393	185138	1198	0	0	1	1
1772485801	122	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	272512	1433	186546	1214	0	0	1	1
1772485803	124	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	276195	1460	187973	1234	0	0	1	1
1772485805	126	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	297533	1534	188919	1243	0	0	1	1
1772485807	128	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	301425	1559	192543	1255	0	0	1	1
1772485809	130	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	314580	1621	199634	1305	0	0	1	1
1772485811	132	0	0	0	0	1173055	1175668	0	1471208	6593	0	90	0	320826	1657	200484	1316	0	0	1	1
